PLAYER,,TEAM,2026,CH 25-26,ST 25-26,2027,CH 26-27,ST 26-27,TEAM STATUS,CAP SPACE,RAT 365,NO TRADE,RESTRICTIONS,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,NOT AGGREGATED,POISON PILL,EXCEPTION,TAX ROOM,OUT?,REASON,LOGO,HEADSHOT,POSITION,AGE,GAMES,END,TOTAL GUARANTEED,TRADE KICKER,UNLIKELY BONUS,NO TRADE TO,TEAM,SALARIES,CAP HOLDS,DEAD MONEY,CAP SPACE,CAP SPACE NO HOLDS,TAX LIMIT,TAX APRON,PLAYERS,FULL TIME,TWO-WAYS,GUARANTEED,10-DAY,NOT G,CAP HOLD ROSTER,ACTIVE SALARIES (CH),DEAD MONEY,CAP HOLD,CAP SPACE,TAX,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,STATUS,,TRADE EXCEPTION,DATE,VALUE,,DRAFT TEAM,ROUND,DRAFT YEAR,SURE PICK?,NOTES,LINKED TO,,DRAFT RIGHTS,DRAFTED YEAR,TEAM RIGHTS,,Jonathan Kuminga,,Out,Left Knee Bone Bruise,,,Cole Anthony,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630175.png,,,,,,,Cole Anthony,Cole Anthony,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630175.png,,,TEAM,SALARIES,CAP HOLDS,DEAD MONEY,CAP SPACE,CAP SPACE NO HOLDS,TAX LIMIT,TAX APRON,PLAYERS,FULL TIME,TWO-WAYS,GUARANTEED,10-DAY,NOT G,CAP HOLD ROSTER,ACTIVE SALARIES (CH),DEAD MONEY,CAP HOLD,CAP SPACE,TAX,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,,TEAM,WAIVED,2025-26,2026-27,2027-28,2028-29,2029-30,2030-31
PJ Hall,,Charlotte,"$353,885",$0,TWO-WAY,"$679,042",$0,TWO-WAY,BELOW TAX,"-$29,159,358",0.99,,,"$10,805,309",HC 1st,"$22,684,309",,,,,"$4,088,642",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/cha/cha_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641790.png,C,24-111,19,2027,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,1st,2028,,From Miami (if not 15-30 in 2027),,,Louis Labeyrie,2014,LA Lakers,,Walter Clayton,,Out,Right Calf Contusion,,,Kevon Looney,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626172.png,,,,,,,Kevon Looney,Kevon Looney,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626172.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana,Garrison Mathews,"$561,296",,,,,
Tosan Evbuomwan,,Charlotte,"$212,331",$0,TWO-WAY,"$679,042",$0,TWO-WAY,BELOW TAX,"-$29,159,358",0.00,,,"$10,805,309",HC 1st,"$22,684,309",,,,,"$4,088,642",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/cha/cha_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641787.png,PF,25-116,5,2027,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,1st,2029,YES,Own pick,,,Nikola Milutinov,2015,Brooklyn,,Cedric Coward,,Out,Right Knee Soreness,,,Jaden McDaniels,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630183.png,,,,,,,Jaden McDaniels,Jaden McDaniels,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630183.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana,Monte Morris,"$321,184",,,,,
Anfernee Simons,,Chicago,"$27,678,571","$27,678,571",GUARANTEED,,,,BELOW TAX,"-$28,433,723",6.79,,,"$10,914,278",HC 1st,"$22,793,278",,,,Bird Exception,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629014.png,SG,27-4,55,2026,"$27,678,571",,,Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,1st,2029,YES,"Worst between CLE, MIN (if 6-30) and UTA",,,Juan Vaulet,2015,New York,,Zach Edey,,Out,Left Ankle Stress Reaction,,,Tobias Harris,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202699.png,,,,,,,Tobias Harris,Tobias Harris,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202699.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana,Mac McClung,"$177,731",,,,,
Josh Giddey,,Chicago,"$25,000,000","$25,000,000",GUARANTEED,"$25,000,000","$25,000,000",GUARANTEED,BELOW TAX,"-$28,433,723",9.78,,,"$10,914,278",HC 1st,"$22,793,278",,,,Bird Exception,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630581.png,PG,23-245,54,2029,"$100,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,1st,2030,YES,Own pick,,,Arturas Gudaitis,2015,Cleveland,,Brandon Clarke,,Out,Right Calf Strain,,,Darius Garland,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629636.png,,,,,,,Darius Garland,Darius Garland,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629636.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana,Cody Martin,"$165,197",,,,,
Collin Sexton,,Chicago,"$19,175,000","$19,175,000",GUARANTEED,,,,BELOW TAX,"-$28,433,723",8.53,,,"$10,914,278",HC 1st,"$22,793,278",,,,Bird Exception,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629012.png,SG,27-159,68,2026,"$19,175,000",,"$300,000",Charlotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,1st,2031,YES,Own pick,,,Aaron White,2015,Brooklyn,,Ja Morant,,Out,Left Elbow UCL Sprain,,,Zeke Nnaji,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630192.png,,,,,,,Zeke Nnaji,Zeke Nnaji,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630192.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana,Gabe McGlothan,"$73,153",,,,,
Zach Collins,,Chicago,"$18,080,496","$18,080,496",GUARANTEED,,,,BELOW TAX,"-$28,433,723",1.13,,,"$10,914,278",HC 1st,"$22,793,278",,,,Bird Exception,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628380.png,C,28-205,10,2026,"$18,080,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,1st,2032,YES,Own pick,,,Marcus Eriksson,2015,Atlanta,,Santiago Aldama,,Out,Right Knee Injury Management,,,Koby Brea,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642886.png,,,,,,,Koby Brea,Koby Brea,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642886.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana,Quenton Jackson,"$421,445",,,,,
Patrick Williams,,Chicago,"$18,000,000","$18,000,000",GUARANTEED,"$18,000,000","$18,000,000",GUARANTEED,BELOW TAX,"-$28,433,723",3.85,,,"$10,914,278",HC 1st,"$22,793,278",,,,Bird Exception,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630172.png,SF,24-290,72,2029,"$72,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,2nd,2027,YES,Best between NOP and POR,,,Tyler Harvey,2015,Charlotte,,Norman Powell,,Out,Low Back Tightness,,,Wendell Carter Jr,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628976.png,,,,,,,Wendell Carter Jr,Wendell Carter Jr,https://i.imgur.com/amA1Gbi.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana,RayJ Dennis,"$131,903",,,,,
Isaac Okoro,,Chicago,"$11,000,000","$11,000,000",GUARANTEED,"$11,814,814","$11,814,814",GUARANTEED,BELOW TAX,"-$28,433,723",4.78,,,"$10,914,278",HC 1st,"$22,793,278",,,,Bird Exception,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630171.png,SF,25-137,63,2027,"$22,814,814",,"$1,649,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,2nd,2027,YES,Worst between BOS and ORL,,,Satnam Singh,2015,Memphis,,Pelle Larsson,,Out,Right Forearm Strain,,,Vince Williams Jr,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631246.png,,,,,,,Vince Williams Jr,Vince Williams Jr,https://i.imgur.com/angW9sT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,Patrick Baldwin,"$131,970",,,,,
Jalen Smith,,Chicago,"$9,000,000","$9,000,000",GUARANTEED,"$9,428,571","$9,428,571",GUARANTEED,BELOW TAX,"-$28,433,723",5.43,,,"$10,914,278",HC 1st,"$22,793,278",,,,Mid-Level Exception,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630188.png,PF,26-88,53,2027,"$18,428,571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,2nd,2028,YES,Best between CHA and LAC,,,Daniel Diez,2015,Portland,,Terry Rozier,,Out,Not With Team,,,Brandon Ingram,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627742.png,,,,,,,Brandon Ingram,Brandon Ingram,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627742.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Clippers,Patrick Baldwin,"$131,970",,,,,
Tre Jones,,Chicago,"$8,000,000","$8,000,000",GUARANTEED,"$8,000,000","$8,000,000",GUARANTEED,BELOW TAX,"-$28,433,723",9.80,,,"$10,914,278",HC 1st,"$22,793,278",,,,Bird Exception,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630200.png,PG,26-156,65,2028,"$16,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,2nd,2028,YES,From Miami (if DAL 2027 first-round pick does not convey),,,Cady Lalanne,2015,Golden State,,Tyler Herro,,Out,Right Costochondral Rib Injury,,,Goga Bitadze,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629048.png,,,,,,,Goga Bitadze,Goga Bitadze,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629048.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Clippers,Dalano Banton,"$141,463",,,,,
Rob Dillingham,,Chicago,"$6,576,120","$6,576,120",GUARANTEED,"$6,889,320","$6,889,320",GUARANTEED,BELOW TAX,"-$28,433,723",2.40,,,"$10,914,278",HC 1st,"$22,793,278",,,,Rookie Exception,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642265.png,PG,21-159,65,2028,"$13,465,440",,,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,2nd,2028,YES,From Orlando,,,Nikola Radicevic,2015,New York,,Andrew Wiggins,,Out,Left Toe Inflammation,,,Nic Claxton,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629651.png,,,,,,,Nicolas Claxton,Nic Claxton,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629651.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Clippers,Jordan Miller,"$389,274",,,,,
Guerschon Yabusele,,Chicago,"$5,500,000","$5,500,000",GUARANTEED,,,,BELOW TAX,"-$28,433,723",3.30,,,"$10,914,278",HC 1st,"$22,793,278",,,,Taxpayer Mid-Level Exception,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627824.png,C,30-178,67,2026,"$5,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,2nd,2029,YES,Worst between CHA and DEN ((if DEN conveys 2027 first-round pick by 2029)),,,Dimitrios Agravanis,2015,Milwaukee,,Taurean Prince,,Out,Neck Surgery,,,Jarace Walker,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641716.png,,,,,,,Jarace Walker,Jarace Walker,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641716.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Clippers,Kobe Sanders,"$353,885",,,,,
Matas Buzelis,,Chicago,"$5,455,560","$5,455,560",GUARANTEED,"$5,715,360","$5,715,360",GUARANTEED,BELOW TAX,"-$28,433,723",9.73,,,"$10,914,278",HC 1st,"$22,793,278",,,,Rookie Exception,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641824.png,SF,21-242,77,2028,"$11,170,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,2nd,2029,YES,Best between ATL and MIA,,,Luka Mitrovic,2015,New York,,Giannis Antetokounmpo,,Out,Right Calf Strain,,,Jayson Tatum,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png,,,,,,,Jayson Tatum,Jayson Tatum,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Clippers,RayJ Dennis,"$67,267",,,,,
Noa Essengue,,Chicago,"$5,429,520","$5,429,520",GUARANTEED,"$5,701,200","$5,701,200",GUARANTEED,BELOW TAX,"-$28,433,723",-0.02,,,"$10,914,278",HC 1st,"$22,793,278",,,,Rookie Exception,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642855.png,PF,19-176,2,2029,"$11,130,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,2nd,2029,YES,Best between CHA and DEN ((if DEN conveys 2027 first-round pick by 2029)),,,David Michineau,2016,Brooklyn,,Pete Nance,,Available,Left Ankle Sprain,,,Donovan Mitchell,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628378.png,,,,,,,Donovan Mitchell,Donovan Mitchell,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628378.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Clippers,Jahmyl Telfort,"$144,771",,,,,
Nick Richards,,Chicago,"$5,000,000","$5,000,000",GUARANTEED,,,,BELOW TAX,"-$28,433,723",2.62,,,"$10,914,278",HC 1st,"$22,793,278",,,,Bird Exception,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630208.png,C,28-195,48,2026,"$5,000,000",,,Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,2nd,2030,YES,Own pick (if 31-55),,,Zhelin Wang,2016,New York,,Ryan Rollins,,Out,Right Foot Plantar Fasciitis,,,Matas Buzelis,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641824.png,,,,,,,Matas Buzelis,Matas Buzelis,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641824.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Lakers,Kobe Bufkin,"$131,970",,,,,
Leonard Miller,,Chicago,"$2,221,677","$2,221,677",GUARANTEED,"$2,406,205",$0,TEAM OPT,BELOW TAX,"-$28,433,723",3.24,,,"$10,914,278",HC 1st,"$22,793,278",,,,Second Round Exception,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631159.png,SF,22-199,46,2027,"$2,221,677",,,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,2nd,2030,YES,Best between LAC and UTA,,,Mathias Lessort,2017,Washington,,Anthony Edwards,,Available,Illness,,,Gary Trent Jr,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629018.png,,,,,,,Gary Trent Jr,Gary Trent Jr,https://i.imgur.com/b5cPbIL.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Lakers,Augustas Marciulionis,"$15,000",,,,,
Lachlan Olbrich,,Chicago,"$636,435",$0,TWO-WAY,,,,BELOW TAX,"-$28,433,723",1.09,,,"$10,914,278",HC 1st,"$22,793,278",,,,,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642950.png,C,22-165,37,2026,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,2nd,2031,YES,Own pick,,,Ognjen Jaramaz,2017,New York,,Dejounte Murray,,Out,Right Achilles Rupture,,,Taurean Prince,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627752.png,,,,,,,Taurean Prince,Taurean Prince,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627752.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Lakers,Christian Koloko,"$115,817",,,,,
Yuki Kawamura,,Chicago,"$312,062",$0,TWO-WAY,,,,BELOW TAX,"-$28,433,723",0.66,,,"$10,914,278",HC 1st,"$22,793,278",,,,,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642530.png,PG,25-41,18,2026,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,2nd,2031,YES,From Milwaukee,,,Alpha Kaba,2017,Atlanta,,Micah Peavy,,Out,Right Great Toe Sprain,,,Max Strus,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629622.png,,,,,,,Max Strus,Max Strus,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629622.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memphis,Kyle Anderson,"$8,300,531",,,,,
Mac McClung,,Chicago,"$215,548",$0,TWO-WAY,,,,BELOW TAX,"-$28,433,723",0.36,,,"$10,914,278",HC 1st,"$22,793,278",,,,,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630644.png,PG,26-158,11,2026,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,2nd,2031,YES,From Phoenix,,,Vanja Marinkovic,2019,Brooklyn,,Yves Missi,,Out,Left Calf Soreness,,,Jamir Watkins,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642364.png,,,,,,,Jamir Watkins,Jamir Watkins,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642364.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memphis,Georges Niang,"$8,200,000",,,,,
Mouhamadou Gueye,,Chicago,"$47,092","$47,092",GUARANTEED,"$2,411,090",$0,TEAM OPT,BELOW TAX,"-$28,433,723",0.11,,,"$10,914,278",HC 1st,"$22,793,278",,,,Minimum Salary Exception,"$4,814,277",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/chi/chi_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631338.png,PF,27-341,2,2027,"$47,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,2nd,2032,YES,Own pick,,,Yam Madar,2020,Boston,,Miles McBride,,Out,Pelvic Core Muscle Surgery,,,Kristaps Porzingis,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png,,,,,,,Kristaps Porzingis,Kristaps Porzingis,https://i.imgur.com/bMPuOYa.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memphis,Cole Anthony,"$3,700,000","$3,700,000","$3,700,000",,,
Donovan Mitchell,,Cleveland,"$46,394,100","$46,394,100",GUARANTEED,"$50,105,628","$50,105,628",GUARANTEED,2ND APRON,"-$57,757,326",22.59,,,"-$16,401,712",,"-$4,522,712",,,,Bird Exception,"-$24,451,712",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/cle/cle_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628378.png,SG,29-278,88,2028,"$150,316,884",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,2nd,2032,YES,From Milwaukee,,,Justinian Jessup,2020,Philadelphia,,Mitchell Robinson,,Available,Left Ankle Injury Management,,,Dario Saric,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203967.png,,,,,,,Dario Saric,Dario Saric,https://mediacentral.nba.com/wp-content/uploads/headshots/nba/sac/2025-26/players/203967.png?interpolation=lanczos-none&resize=*:135px,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memphis,Eric Gordon,"$3,634,153",,,,,
Evan Mobley,,Cleveland,"$46,394,100","$46,394,100",GUARANTEED,"$50,105,628","$50,105,628",GUARANTEED,2ND APRON,"-$57,757,326",17.77,,,"-$16,401,712",,"-$4,522,712",,,,Bird Exception,"-$24,451,712",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/cle/cle_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630596.png,PF,24-359,83,2030,"$269,085,780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago,1st,2026,,From Portland (if 15-30),,,Rokas Jokubaitis,2021,New York,,OG Anunoby,,Out,Right Toe Toenail Avulsion,,,Santi Aldama,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630583.png,,,,,,,Santiago Aldama,Santi Aldama,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630583.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memphis,Mamadi Diakite,"$464,050","$464,050",,,,
James Harden,,Cleveland,"$39,446,090","$39,446,090",GUARANTEED,"$42,317,307","$13,317,307",PLAYER OPT,2ND APRON,"-$57,757,326",20.61,,,"-$16,401,712",,"-$4,522,712",,,,Bird Exception,"-$24,451,712",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/cle/cle_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201935.png,PG,36-290,88,2027,"$52,763,397",15,,LA Clippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago,1st,2027,YES,Own pick,,,Juhann Begarin,2021,Boston,,Ajay Mitchell,,Out,Abdominal Strain,,,Drake Powell,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642962.png,,,,,,,Drake Powell,Drake Powell,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642962.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memphis,Christian Koloko,"$273,434",,,,,
Jarrett Allen,,Cleveland,"$20,000,000","$20,000,000",GUARANTEED,"$28,000,000","$28,000,000",GUARANTEED,2ND APRON,"-$57,757,326",14.45,,,"-$16,401,712",,"-$4,522,712",,,,Bird Exception,"-$24,451,712",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/cle/cle_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628386.png,C,28-52,74,2029,"$110,720,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago,1st,2027,,From Portland (if not 15-30 in 2026),2026,,Balsa Koprivica,2021,Oklahoma City,,Thomas Sorber,,Out,Right ACL Surgical Recovery,,,Amari Williams,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642873.png,,,,,,,Amari Williams,Amari Williams,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642873.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memphis,DeJon Jarreau,"$263,940",,,,,
Max Strus,,Cleveland,"$15,936,452","$15,936,452",GUARANTEED,"$16,660,836","$16,660,836",GUARANTEED,2ND APRON,"-$57,757,326",2.91,,,"-$16,401,712",,"-$4,522,712",,,,Bird Exception,"-$24,451,712",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/cle/cle_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629622.png,SG,30-76,30,2027,"$32,597,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago,1st,2028,YES,Own pick,,,Gabriele Procida,2022,Utah,,Shai Gilgeous-Alexander,,Out,Abdominal Strain,,,Paolo Banchero,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631094.png,,,,,,,Paolo Banchero,Paolo Banchero,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631094.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memphis,Tyler Burton,"$146,306",,,,,
